"P6040";"P6020";"P6175";"P1158S1";"DIA_REFERENCIA_2";"P1161S1A1";"P1161S1A2"
"418";8;"Masculino";"Público";"Primaria";"Martes";2;0
"419";38;"Femenino";"Público";"Maestría";"Martes";4;0
"420";69;"Femenino";"Público";"Primaria";"Sábado";0;30
"421";15;"Femenino";"Público";"Secundaria o Media";"Sábado";2;0
"422";17;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;0
"423";13;"Masculino";"Público";"Secundaria o Media";"Miércoles";1;30
"424";11;"Masculino";"Público";"Primaria";"Miércoles";2;0
"425";8;"Femenino";"Público";"Primaria";"Miércoles";0;30
"426";22;"Femenino";"Público";"Secundaria o Media";"Domingo";4;0
"427";13;"Femenino";"Público";"Secundaria o Media";"Domingo";0;20
"428";6;"Femenino";"Público";"Preescolar";"Domingo";0;15
"429";7;"Femenino";"Público";"Primaria";"Jueves";0;30
"430";15;"Femenino";"Público";"Secundaria o Media";"Domingo";10;0
"431";14;"Femenino";"Público";"Secundaria o Media";"Domingo";9;0
"432";20;"Masculino";"Privado";"Universitario";"Lunes";2;0
"433";12;"Masculino";"Público";"Secundaria o Media";"Festivo";6;0
"434";10;"Femenino";"Público";"Primaria";"Festivo";10;0
"435";8;"Femenino";"Público";"Primaria";"Festivo";2;0
"436";19;"Femenino";"Privado";"Universitario";"Miércoles";1;0
"437";11;"Femenino";"Privado";"Secundaria o Media";"Miércoles";1;0
"438";25;"Masculino";"Privado";"Universitario";"Miércoles";4;0
"439";19;"Masculino";"Público";"Universitario";"Domingo";5;0
"440";20;"Masculino";"Privado";"Universitario";"Domingo";3;0
"441";26;"Femenino";"Privado";"Especialización";"Sábado";2;0
"442";20;"Masculino";"Privado";"Universitario";"Sábado";1;0
"443";6;"Femenino";"Privado";"Primaria";"Lunes";2;0
"444";7;"Masculino";"Público";"Primaria";"Lunes";2;0
"445";67;"Masculino";"Privado";"Especialización";"Martes";4;0
"446";19;"Femenino";"Público";"Técnico";"Jueves";2;0
"447";8;"Masculino";"Público";"Primaria";"Jueves";1;0
"448";9;"Masculino";"Público";"Primaria";"Sábado";1;0
"449";23;"Femenino";"Público";"Universitario";"Sábado";4;0
"450";9;"Masculino";"Público";"Primaria";"Lunes";1;0
"451";7;"Masculino";"Público";"Primaria";"Lunes";1;0
"452";13;"Femenino";"Público";"Primaria";"Martes";1;0
"453";8;"Masculino";"Público";"Primaria";"Martes";1;30
"454";6;"Masculino";"Público";"Primaria";"Viernes";2;0
"455";14;"Femenino";"Público";"Secundaria o Media";"Miércoles";4;0
"456";23;"Masculino";"Privado";"Primaria";"Viernes";1;30
"457";18;"Femenino";"Público";"Secundaria o Media";"Domingo";5;0
"458";15;"Masculino";"Público";"Secundaria o Media";"Domingo";2;0
"459";20;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"460";16;"Masculino";"Público";"Secundaria o Media";"Martes";1;0
"461";13;"Masculino";"Público";"Secundaria o Media";"Martes";1;0
"462";12;"Masculino";"Público";"Secundaria o Media";"Martes";1;30
"463";8;"Femenino";"Público";"Primaria";"Martes";1;0
"464";7;"Femenino";"Público";"Primaria";"Martes";1;0
"465";14;"Masculino";"Público";"Secundaria o Media";"Miércoles";6;0
"466";6;"Femenino";"Público";"Primaria";"Jueves";1;0
"467";16;"Femenino";"Público";"Secundaria o Media";"Lunes";2;0
"468";13;"Femenino";"Público";"Secundaria o Media";"Lunes";2;30
"469";9;"Masculino";"Público";"Primaria";"Lunes";1;0
"470";6;"Femenino";"Público";"Primaria";"Lunes";1;30
"471";6;"Masculino";"Público";"Primaria";"Martes";1;0
"472";12;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"473";6;"Femenino";"Público";"Primaria";"Miércoles";2;0
"474";14;"Masculino";"Público";"Secundaria o Media";"Jueves";3;0
"475";16;"Masculino";"Público";"Secundaria o Media";"Viernes";3;0
"476";14;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"477";9;"Masculino";"Público";"Primaria";"Sábado";2;0
"478";7;"Masculino";"Público";"Primaria";"Lunes";1;0
"479";18;"Femenino";"Público";"Secundaria o Media";"Domingo";1;0
"480";9;"Femenino";"Público";"Primaria";"Jueves";2;0
"481";9;"Masculino";"Público";"Primaria";"Jueves";2;0
"482";5;"Femenino";"Público";"Primaria";"Jueves";2;0
"483";16;"Femenino";"Público";"Secundaria o Media";"Jueves";1;0
"484";12;"Masculino";"Público";"Primaria";"Jueves";0;30
"485";5;"Masculino";"Público";"Primaria";"Viernes";2;0
"486";10;"Femenino";"Privado";"Secundaria o Media";"Lunes";1;0
"487";7;"Femenino";"Privado";"Primaria";"Lunes";1;0
"488";9;"Femenino";"Público";"Primaria";"Martes";1;0
"489";8;"Femenino";"Público";"Primaria";"Martes";1;0
"490";17;"Femenino";"Privado";"Técnico";"Miércoles";3;0
"491";8;"Masculino";"Privado";"Primaria";"Miércoles";1;0
"492";12;"Masculino";"Privado";"Secundaria o Media";"Miércoles";3;0
"493";15;"Femenino";"Privado";"Secundaria o Media";"Miércoles";1;0
"494";41;"Femenino";"Privado";"Universitario";"Sábado";5;0
"495";15;"Masculino";"Público";"Secundaria o Media";"Sábado";1;0
"496";15;"Masculino";"Privado";"Secundaria o Media";"Miércoles";1;30
"497";8;"Masculino";"Privado";"Primaria";"Miércoles";4;0
"498";5;"Femenino";"Privado";"Primaria";"Miércoles";4;0
"499";16;"Femenino";"Público";"Secundaria o Media";"Jueves";3;0
"500";15;"Femenino";"Privado";"Secundaria o Media";"Jueves";2;0
"501";10;"Femenino";"Público";"Primaria";"Jueves";1;0
"502";10;"Femenino";"Público";"Primaria";"Jueves";2;0
"503";18;"Masculino";"Privado";"Técnico";"Viernes";3;0
"504";6;"Masculino";"Público";"Primaria";"Miércoles";2;0
"505";8;"Masculino";"Público";"Primaria";"Miércoles";3;0
"506";15;"Masculino";"Público";"Secundaria o Media";"Jueves";3;0
"507";7;"Femenino";"Público";"Primaria";"Jueves";0;30
"508";16;"Femenino";"Privado";"Secundaria o Media";"Sábado";4;0
"509";19;"Femenino";"Público";"Universitario";"Lunes";3;0
"510";14;"Masculino";"Público";"Secundaria o Media";"Martes";4;0
"511";22;"Masculino";"Privado";"Universitario";"Jueves";2;0
"512";8;"Femenino";"Privado";"Primaria";"Viernes";0;10
"513";17;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"514";13;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"515";16;"Femenino";"Privado";"Secundaria o Media";"Miércoles";2;0
"516";12;"Femenino";"Público";"Secundaria o Media";"Jueves";3;0
"517";15;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"518";25;"Femenino";"Público";"Especialización";"Sábado";2;0
"519";9;"Femenino";"Público";"Primaria";"Sábado";2;0
"520";14;"Femenino";"Público";"Secundaria o Media";"Viernes";1;30
"521";12;"Masculino";"Público";"Secundaria o Media";"Sábado";1;0
"522";12;"Masculino";"Público";"Secundaria o Media";"Viernes";1;30
"523";8;"Masculino";"Público";"Primaria";"Viernes";2;0
"524";13;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"525";24;"Femenino";"Público";"Tecnológico";"Viernes";4;0
"526";6;"Masculino";"Público";"Preescolar";"Viernes";1;0
"527";13;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"528";10;"Femenino";"Público";"Primaria";"Miércoles";1;0
"529";10;"Femenino";"Público";"Primaria";"Jueves";0;15
"530";7;"Femenino";"Público";"Primaria";"Jueves";1;0
"531";15;"Femenino";"Público";"Secundaria o Media";"Jueves";3;0
"532";15;"Masculino";"Público";"Secundaria o Media";"Miércoles";2;0
"533";11;"Masculino";"Público";"Primaria";"Miércoles";2;0
"534";8;"Femenino";"Público";"Primaria";"Miércoles";0;30
"535";21;"Femenino";"Privado";"Universitario";"Domingo";2;0
"536";16;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"537";13;"Masculino";"Público";"Secundaria o Media";"Martes";0;30
"538";11;"Masculino";"Público";"Secundaria o Media";"Miércoles";0;30
"539";9;"Masculino";"Público";"Primaria";"Miércoles";0;30
"540";5;"Femenino";"Público";"Preescolar";"Domingo";2;0
"541";22;"Masculino";"Privado";"Tecnológico";"Lunes";2;0
"542";24;"Masculino";"Privado";"Universitario";"Martes";4;0
"543";16;"Femenino";"Público";"Secundaria o Media";"Martes";3;0
"544";20;"Masculino";"Público";"Universitario";"Martes";4;0
"545";21;"Masculino";"Privado";"Universitario";"Miércoles";4;0
"546";18;"Femenino";"Privado";"Universitario";"Miércoles";2;0
"547";28;"Masculino";"Privado";"Universitario";"Sábado";3;0
"548";12;"Masculino";"Público";"Secundaria o Media";"Martes";3;0
"549";27;"Masculino";"Privado";"Universitario";"Martes";2;0
"550";24;"Femenino";"Privado";"Universitario";"Martes";2;0
"551";12;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"552";30;"Masculino";"Público";"Tecnológico";"Martes";2;0
"553";11;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"554";18;"Femenino";"Público";"Técnico";"Martes";2;0
"555";8;"Femenino";"Privado";"Primaria";"Martes";4;0
"556";14;"Femenino";"Público";"Secundaria o Media";"Sábado";2;0
"557";9;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"558";7;"Masculino";"Público";"Primaria";"Jueves";1;0
"559";9;"Masculino";"Público";"Primaria";"Jueves";2;0
"560";6;"Masculino";"Privado";"Primaria";"Viernes";0;30
"561";16;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"562";18;"Femenino";"Público";"Secundaria o Media";"Lunes";1;0
"563";16;"Masculino";"Público";"Secundaria o Media";"Lunes";4;30
"564";9;"Masculino";"Público";"Primaria";"Lunes";1;0
"565";13;"Femenino";"Público";"Secundaria o Media";"Martes";1;30
"566";6;"Femenino";"Público";"Primaria";"Martes";2;0
"567";30;"Masculino";"Privado";"Universitario";"Martes";3;0
"568";20;"Femenino";"Privado";"Tecnológico";"Lunes";2;0
"569";16;"Femenino";"Público";"Secundaria o Media";"Lunes";3;0
"570";5;"Masculino";"Privado";"Preescolar";"Martes";2;0
"571";11;"Masculino";"Público";"Primaria";"Jueves";1;0
"572";9;"Femenino";"Público";"Primaria";"Jueves";1;0
"573";7;"Masculino";"Público";"Primaria";"Jueves";1;0
"574";12;"Femenino";"Público";"Primaria";"Jueves";1;0
"575";10;"Femenino";"Público";"Primaria";"Jueves";1;0
"576";8;"Femenino";"Público";"Primaria";"Jueves";1;0
"577";29;"Masculino";"Privado";"Universitario";"Martes";4;0
"578";5;"Femenino";"Público";"Preescolar";"Jueves";1;0
"579";7;"Femenino";"Público";"Primaria";"Jueves";2;0
"580";13;"Femenino";"Público";"Secundaria o Media";"Jueves";0;30
"581";7;"Femenino";"Público";"Primaria";"Jueves";2;0
"582";6;"Masculino";"Público";"Primaria";"Jueves";2;0
"583";16;"Masculino";"Privado";"Secundaria o Media";"Jueves";1;0
"584";12;"Masculino";"Privado";"Secundaria o Media";"Jueves";2;0
"585";5;"Masculino";"Privado";"Preescolar";"Jueves";2;30
"586";10;"Femenino";"Público";"Primaria";"Martes";2;0
"587";9;"Femenino";"Público";"Primaria";"Martes";1;0
"588";10;"Masculino";"Privado";"Primaria";"Martes";1;0
"589";6;"Femenino";"Privado";"Preescolar";"Martes";2;0
"590";8;"Masculino";"Público";"Primaria";"Lunes";5;0
"591";8;"Masculino";"Público";"Primaria";"Domingo";3;0
"592";7;"Femenino";"Público";"Primaria";"Viernes";3;0
"593";37;"Masculino";"Público";"Universitario";"Viernes";2;0
"594";36;"Femenino";"Privado";"Técnico";"Viernes";1;0
"595";15;"Femenino";"Privado";"Secundaria o Media";"Viernes";2;0
"596";8;"Masculino";"Público";"Primaria";"Miércoles";4;30
"597";10;"Femenino";"Público";"Primaria";"Jueves";4;0
"598";5;"Femenino";"Público";"Preescolar";"Lunes";3;0
"599";35;"Femenino";"Público";"Especialización";"Jueves";1;0
"600";13;"Masculino";"Público";"Secundaria o Media";"Sábado";1;30
"601";10;"Femenino";"Privado";"Primaria";"Sábado";3;0
"602";13;"Masculino";"Público";"Secundaria o Media";"Sábado";0;30
"603";8;"Masculino";"Público";"Primaria";"Sábado";0;30
"604";14;"Femenino";"Público";"Secundaria o Media";"Domingo";6;0
"605";9;"Femenino";"Público";"Primaria";"Lunes";2;0
"606";8;"Femenino";"Público";"Primaria";"Lunes";2;0
"607";10;"Femenino";"Privado";"Primaria";"Jueves";0;30
"608";8;"Femenino";"Privado";"Primaria";"Jueves";0;30
"609";12;"Femenino";"Público";"Secundaria o Media";"Martes";2;30
"610";23;"Femenino";"Público";"Universitario";"Miércoles";5;0
"611";5;"Femenino";"Privado";"Preescolar";"Miércoles";0;15
"612";13;"Femenino";"Público";"Secundaria o Media";"Jueves";0;30
"613";9;"Femenino";"Público";"Primaria";"Jueves";0;30
"614";30;"Masculino";"Público";"Universitario";"Jueves";10;0
"615";16;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"616";15;"Masculino";"Privado";"Secundaria o Media";"Sábado";2;0
"617";13;"Masculino";"Privado";"Secundaria o Media";"Sábado";2;0
"618";19;"Femenino";"Privado";"Técnico";"Sábado";3;0
"619";18;"Femenino";"Público";"Tecnológico";"Sábado";2;0
"620";5;"Masculino";"Público";"Preescolar";"Domingo";1;0
"621";15;"Femenino";"Público";"Secundaria o Media";"Jueves";0;15
"622";7;"Masculino";"Privado";"Primaria";"Sábado";2;0
"623";9;"Masculino";"Privado";"Primaria";"Jueves";1;30
"624";9;"Femenino";"Público";"Primaria";"Martes";2;0
"625";9;"Masculino";"Público";"Primaria";"Domingo";1;0
"626";8;"Femenino";"Público";"Primaria";"Domingo";1;0
"627";7;"Femenino";"Público";"Preescolar";"Domingo";1;0
"628";11;"Femenino";"Público";"Primaria";"Lunes";0;15
"629";17;"Femenino";"Público";"Secundaria o Media";"Martes";1;0
"630";16;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"631";10;"Femenino";"Público";"Primaria";"Martes";1;0
"632";5;"Femenino";"Público";"Preescolar";"Viernes";1;0
"633";8;"Femenino";"Público";"Primaria";"Viernes";2;0
"634";16;"Masculino";"Público";"Secundaria o Media";"Sábado";1;30
"635";14;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"636";10;"Masculino";"Público";"Primaria";"Domingo";2;0
"637";12;"Masculino";"Privado";"Primaria";"Lunes";1;0
"638";12;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"639";8;"Femenino";"Público";"Primaria";"Martes";1;0
"640";8;"Femenino";"Público";"Primaria";"Martes";1;30
"641";6;"Masculino";"Público";"Primaria";"Martes";1;0
"642";12;"Masculino";"Público";"Secundaria o Media";"Miércoles";0;40
"643";10;"Femenino";"Público";"Primaria";"Jueves";0;30
"644";16;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"645";14;"Femenino";"Público";"Secundaria o Media";"Sábado";3;0
"646";6;"Femenino";"Público";"Preescolar";"Jueves";1;30
"647";14;"Masculino";"Público";"Secundaria o Media";"Domingo";1;0
"648";25;"Masculino";"Privado";"Universitario";"Lunes";2;0
"649";18;"Femenino";"Privado";"Universitario";"Lunes";3;0
"650";18;"Femenino";"Público";"Secundaria o Media";"Martes";2;0
"651";14;"Masculino";"Público";"Secundaria o Media";"Viernes";2;0
"652";8;"Masculino";"Público";"Primaria";"Viernes";3;0
"653";20;"Femenino";"Público";"Tecnológico";"Viernes";1;0
"654";18;"Femenino";"Público";"Tecnológico";"Viernes";1;0
"655";16;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"656";32;"Femenino";"Público";"Tecnológico";"Viernes";5;0
"657";6;"Femenino";"Privado";"Primaria";"Viernes";2;0
"658";11;"Masculino";"Privado";"Secundaria o Media";"Domingo";1;0
"659";7;"Masculino";"Público";"Primaria";"Viernes";7;0
"660";19;"Femenino";"Privado";"Universitario";"Miércoles";4;0
"661";13;"Masculino";"Público";"Secundaria o Media";"Lunes";0;20
"662";15;"Femenino";"Privado";"Secundaria o Media";"Miércoles";0;30
"663";12;"Femenino";"Público";"Secundaria o Media";"Miércoles";0;30
"664";10;"Masculino";"Público";"Primaria";"Miércoles";0;30
"665";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;0
"666";21;"Femenino";"Privado";"Universitario";"Domingo";1;30
"667";10;"Femenino";"Público";"Primaria";"Miércoles";1;0
"668";6;"Masculino";"Público";"Primaria";"Miércoles";2;0
"669";16;"Masculino";"Público";"Secundaria o Media";"Jueves";3;0
"670";10;"Masculino";"Público";"Secundaria o Media";"Jueves";1;0
"671";26;"Femenino";"Privado";"Universitario";"Jueves";3;0
"672";17;"Femenino";"Privado";"Secundaria o Media";"Lunes";4;0
"673";12;"Masculino";"Privado";"Secundaria o Media";"Lunes";2;0
"674";11;"Masculino";"Público";"Primaria";"Lunes";2;0
"675";7;"Femenino";"Público";"Primaria";"Martes";1;0
"676";12;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"677";10;"Masculino";"Público";"Primaria";"Sábado";1;30
"678";6;"Masculino";"Público";"Preescolar";"Sábado";1;30
"679";12;"Femenino";"Público";"Secundaria o Media";"Lunes";1;30
"680";10;"Femenino";"Público";"Primaria";"Lunes";1;30
"681";9;"Femenino";"Público";"Primaria";"Lunes";1;30
"682";7;"Femenino";"Público";"Primaria";"Lunes";1;30
"683";15;"Masculino";"Público";"Secundaria o Media";"Martes";2;0
"684";7;"Masculino";"Público";"Primaria";"Martes";0;30
"685";14;"Femenino";"Público";"Secundaria o Media";"Viernes";4;0
"686";14;"Masculino";"Privado";"Secundaria o Media";"Jueves";3;0
"687";47;"Femenino";"Público";"Maestría";"Domingo";4;0
"688";12;"Femenino";"Público";"Secundaria o Media";"Jueves";0;30
"689";7;"Femenino";"Público";"Primaria";"Jueves";2;0
"690";17;"Femenino";"Público";"Secundaria o Media";"Jueves";1;0
"691";11;"Masculino";"Público";"Secundaria o Media";"Jueves";4;0
"692";6;"Masculino";"Público";"Primaria";"Jueves";5;0
"693";7;"Masculino";"Público";"Primaria";"Viernes";1;0
"694";12;"Femenino";"Público";"Primaria";"Miércoles";3;0
"695";18;"Femenino";"Público";"Secundaria o Media";"Miércoles";2;0
"696";13;"Femenino";"Público";"Secundaria o Media";"Viernes";0;40
"697";11;"Masculino";"Público";"Primaria";"Viernes";0;30
"698";7;"Femenino";"Público";"Primaria";"Viernes";0;30
"699";17;"Femenino";"Privado";"Universitario";"Martes";5;0
"700";12;"Masculino";"Público";"Secundaria o Media";"Martes";5;0
"701";12;"Femenino";"Público";"Secundaria o Media";"Martes";5;0
"702";15;"Masculino";"Público";"Secundaria o Media";"Miércoles";4;0
"703";6;"Femenino";"Público";"Primaria";"Martes";1;0
"704";8;"Femenino";"Público";"Primaria";"Miércoles";0;30
"705";6;"Femenino";"Público";"Primaria";"Sábado";0;10
"706";12;"Femenino";"Público";"Primaria";"Martes";0;30
"707";8;"Femenino";"Público";"Primaria";"Martes";1;0
"708";24;"Masculino";"Privado";"Universitario";"Miércoles";1;0
"709";7;"Femenino";"Público";"Primaria";"Miércoles";1;0
"710";22;"Masculino";"Privado";"Universitario";"Miércoles";1;0
"711";19;"Femenino";"Privado";"Universitario";"Jueves";1;0
"712";16;"Femenino";"Privado";"Secundaria o Media";"Jueves";1;0
"713";16;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"714";13;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"715";13;"Femenino";"Público";"Secundaria o Media";"Viernes";6;0
"716";5;"Masculino";"Privado";"Preescolar";"Viernes";0;30
"717";34;"Femenino";"Privado";"Primaria";"Lunes";2;30
"718";14;"Masculino";"Privado";"Secundaria o Media";"Jueves";1;0
"719";8;"Femenino";"Público";"Primaria";"Jueves";3;0
"720";6;"Femenino";"Público";"Primaria";"Jueves";3;0
"721";13;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"722";10;"Masculino";"Público";"Primaria";"Sábado";1;0
"723";7;"Femenino";"Público";"Primaria";"Sábado";2;0
"724";18;"Masculino";"Privado";"Universitario";"Domingo";2;0
"725";13;"Masculino";"Privado";"Secundaria o Media";"Domingo";3;0
"726";17;"Masculino";"Público";"Tecnológico";"Sábado";2;0
"727";16;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"728";15;"Femenino";"Público";"Secundaria o Media";"Sábado";2;30
"729";12;"Masculino";"Público";"Secundaria o Media";"Sábado";2;0
"730";12;"Masculino";"Público";"Primaria";"Sábado";1;30
"731";18;"Masculino";"Público";"Técnico";"Miércoles";1;0
"732";14;"Masculino";"Privado";"Secundaria o Media";"Miércoles";1;0
"733";22;"Femenino";"Público";"Secundaria o Media";"Sábado";1;0
"734";15;"Femenino";"Público";"Secundaria o Media";"Miércoles";1;0
"735";7;"Femenino";"Público";"Primaria";"Miércoles";1;30
"736";16;"Masculino";"Público";"Secundaria o Media";"Viernes";1;0
"737";14;"Femenino";"Público";"Secundaria o Media";"Viernes";1;0
"738";8;"Masculino";"Público";"Primaria";"Viernes";1;0
"739";16;"Masculino";"Público";"Secundaria o Media";"Festivo";1;0
"740";15;"Femenino";"Público";"Secundaria o Media";"Festivo";1;0
"741";20;"Femenino";"Público";"Universitario";"Miércoles";4;0
"742";23;"Masculino";"Público";"Universitario";"Domingo";1;0
